id_publico_oferta,url_oferta,tipo_oferta_fonte,cidade,territorio_uber_id,locadora,veiculo,categorias_uber,valor_display,valor_reais,periodicidade_valor,valor_semanal_equivalente,valor_mensal_equivalente,caucao_reais,km_inclusos,valor_km_excedente_reais,sem_limite_quilometragem,seguro_incluso,manutencao_inclusa,ipva_incluso,carro_reserva_incluso,opcao_compra,itens_inclusos,descricao,requisitos,data_coleta,valor_card_display,tipos_oferta_fonte,url_categoria_origem,arquivo_categoria_origem,arquivo_html_detalhe,origem_detalhe
q5rctreyv58t98ecrhk5jr91rg,https://earn.uber.com/offer/q5rctreyv58t98ecrhk5jr91rg,aluguel,São Paulo,458,Localiza Zarp,Chevrolet Onix Plus ou similar,"Comfort, UberX","R$931,90",931.9,semanal,931.9,4038.233333333333,,,,,True,True,False,False,False,Seguro do veículo | Manutenção,,Comprovante de residência | Depósito caução,2026-09-22,"R$ 931,90 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\q5rctreyv58t98ecrhk5jr91rg.html,cache
qk1t8q03r582k510rbgzv3nrt0,https://earn.uber.com/offer/qk1t8q03r582k510rbgzv3nrt0,aluguel,São Paulo,458,LM Veículos para Apps,Fiat Cronos ou similar,"Comfort, Bag, UberX",R$790.00,790.0,semanal,790.0,3423.3333333333335,500.0,,,,True,True,False,False,False,"Seguro do veículo | Manutenção | 💳 Pagamentos facilitados: opções semanais. | 🛠️ Manutenções preventivas incluídas. | 🚗 Auto proteção contra imprevistos. | 🆘 Assistência 24h, em todo o Brasil. | 🎁 Campanha de Indicação: indique um novo motorista e ganhe desconto na próxima fatura!","Assine seu carro na categoria Comfort e dirija sem burocracia! Planos flexíveis com auto proteção, assistência 24h e manutenções preventivas incluídas. Ideal para motoristas de aplicativo que buscam conforto, segurança e praticidade no dia a dia.","Comprovante de residência | Para seguir com a pré-reserva, é necessário: | -Ser maior de 21 anos; -Possuir CNH emitida há pelo menos 3 anos; -Enviar comprovante de residência (conta de consumo recente). | 📲 Para mais informações, entre em contato com a Central de Reservas LM pelo WhatsApp 0800 075 5050 ou acesse lmmobilidade.com.br/lmveiculosapps | Termos e Condições | Oferta exclusiva para motoristas de aplicativo, mediante comprovação de atividade de transporte de passageiros. Sujeita à análise de crédito e disponibilidade de estoque, podendo ser alterada ou revogada sem aviso prévio. Válida até 30/10/2026. Inclui auto proteção, assistência 24h e manutenções preventivas. Caução a partir de R$ 500,00 para o grupo ES. Disponível nas cidades: Salvador (BA), São Bernardo do Campo (SP), Curitiba (PR) e Contagem (MG). Imagem meramente ilustrativa.",2026-09-22,R$790.00 por semana,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\qk1t8q03r582k510rbgzv3nrt0.html,cache
sn9s8601r1brh1b1gdcgvj5pwg,https://earn.uber.com/offer/sn9s8601r1brh1b1gdcgvj5pwg,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Renault Logan,"Bag, UberX","R$1.300,00",1300.0,mensal,300.0,1300.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição,,Comprovante de residência | Comprovante do seguro | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Local de partida,2026-09-22,"R$ 1.300,00 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\sn9s8601r1brh1b1gdcgvj5pwg.html,cache
t45sajj899f0x53hyqqghzrnag,https://earn.uber.com/offer/t45sajj899f0x53hyqqghzrnag,aluguel,São Paulo,458,Localiza Zarp,Fiat Argo ou similar,"Comfort, UberX","R$769,90",769.9,semanal,769.9,3336.233333333333,,,,,True,True,False,False,False,"Seguro do veículo | Manutenção | Assistência 24h , substituição grátis após 4 horas do carro em manutenção, desconto combustivel, desconto em lavagem, desconto farmácia, bonificação por indicação","Não alugue só pelo preço da primeira semana. Escolha quem te dá estabilidade para ganhar o mês inteiro. Com a Localiza Zarp você tem previsibilidade, economia real e suporte de verdade para rodar todos os dias com tranquilidade. Alugue mesmo negativado Caução em até 10x sem juros (mais flexibilidade no início) Aceitamos cartão próprio ou de terceiros Pacotes de KM a partir de 750 km — você escolhe o que faz sentido para sua rotina Possibilidade de pausar o contrato Aqui você não para de rodar: Disponibilidade: substituição garantida para manutenções acima de 4h Segurança: atendimento emergencial 24h Economia: IPVA, revisão e manutenção inclusos Previsibilidade: proteção com até 80% de desconto no custo com acidentes e avarias Economia todo dia, não só na primeira semana: Combustível: descontos a partir de R$0,25 por litro em postos parceiros Farmácia: descontos de até 40% em farmácias parceiras Benefícios: muito mais vantagens exclusivas da Localiza Zarp Maior variedade de carros que rodam também no Comfort e no Black. Mais estabilidade. Mais economia. Mais suporte para você lucrar com segurança. *Preços a partir do descrito no site. *Consulte nossas condições atuais.","Comprovante de residência | Cartão de crédito próprio ou de terceiros; | CNH com EAR | Termos e Condições | Condições especiais para motoristas Uber. Confira as promoções vigentes. Caução reduzida, consulte condições. Saiba mais no WhatsApp: 31 99930-3000",2026-09-22,"R$ 769,90 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\t45sajj899f0x53hyqqghzrnag.html,cache
vf3j54a12xb63dn9g2fcbkkxd4,https://earn.uber.com/offer/vf3j54a12xb63dn9g2fcbkkxd4,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Hyundai Creta,"Black, Black Bag, Black PIN Dispatch, Comfort, UberX","R$1.049,00",1049.0,semanal,1049.0,4545.666666666667,,,,,True,True,False,False,False,"Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Hyunda Creta 1.6 Action Automático | (Uber Black, Bag, Comfort, X) | Você pode escolher por planos com KM livre ou controlada | SIM, alugamos para motoristas NEGATIVADOS. | Parcele em até 10x no cartão de crédito",,Comprovante de residência | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Local de partida,2026-09-22,"R$ 1.049,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\vf3j54a12xb63dn9g2fcbkkxd4.html,cache
vq4c1wnc4sambdakpa6jyrk1fg,https://earn.uber.com/offer/vq4c1wnc4sambdakpa6jyrk1fg,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Renault Logan,"Bag, UberX","R$399,00",399.0,semanal,399.0,1729.0,,,,,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Regras da Promoção: | Válida para veículos retirados até 20/04/2026 | Para motoristas com 5.000 ou mais viagens pela Uber,Alugamos para negativados Sem cartão de credito Sem Análise de Credito Local de partida Falar com a equipe de suporte Phone,,2026-09-22,"R$ 399,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\vq4c1wnc4sambdakpa6jyrk1fg.html,cache
vwb2snxq4hfpv7f1j8bpzmw43w,https://earn.uber.com/offer/vwb2snxq4hfpv7f1j8bpzmw43w,aluguel,São Paulo,458,Moover,Fiat Mobi ou similar,UberX,R$578.63,578.63,semanal,578.63,2507.3966666666665,,,,,True,True,False,False,False,"Manutenção | Proteção Básica para Roubo, Furto, PT e Acidentes.","Ei, motorista! A Moover tem várias vantagens para você: Atendimento dedicado à motoristas de aplicativos; Tenha sempre um carro disponível Cuidamos de todas as suas manutenções Planos de até 6.000km/mês É tudo com a gente! Aproveite a parte boa de ter um carro para trabalhar É muito mais ganho para você É alugar, economizar e faturaaaaar",Comprovante de residência | Conta motorista parceiro Uber ativa | Bloqueio do depósito de segurança por meio de Cartão de Crédito próprio ou de terceiro | Cliente pode obter mais informações diretamente pela Central de reservas da Movida pelo 0800 771 3077 ou pelo site | https://moover.com.br/regulamento | Local de partida | Termos e Condições | Ligue para 0800 771 3077 | As informações fornecidas pela Moover para este anúncio são meramente informativas e podem não se aplicar a sua região ou cidade e estão sujeitas a mudanças e podem ser alteradas sem aviso prévio. | Verifique detalhes do seguro e das coberturas junto à Moover.,2026-09-22,R$578.63 por semana,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\vwb2snxq4hfpv7f1j8bpzmw43w.html,cache
wyf7xwb985djdbnc2275xqbtgm,https://earn.uber.com/offer/wyf7xwb985djdbnc2275xqbtgm,aluguel,São Paulo,458,Antonio Catalán Fuentes,Chevrolet Prisma,,R$250.00,250.0,unico,,,,,,,False,False,False,False,False,,,,2026-09-22,US$2.00 uma vez,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\wyf7xwb985djdbnc2275xqbtgm.html,cache
x9gtkhgbbx875den0473e67f90,https://earn.uber.com/offer/x9gtkhgbbx875den0473e67f90,aluguel,São Paulo,458,Grupo Carro na Mão,Volkswagen Virtus,"Comfort, Bag, UberX","R$728,00",728.0,semanal,728.0,3154.6666666666665,1700.0,,728.0,,True,True,False,False,True,"Manutenção | Veículo de substituição | Plano Caução Reduzida - R$ 599,00 no PIX e semanas por R$ 978,00/semana para o Virtus 2021 na categoria comfort Atendimento rápido, assistência 24h, IPVA, licenciamento, proteção veicular, revisão e manutenção preventiva. Opção de compra, carro 0km, a partir de R$ 1.037,00/semana","Plano km livre - R$ 978,00/semana. Consulte condições!",Comprovante de residência | Motorista parceiro com experiência na plataforma da Uber | Avaliação mínima da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 728,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\x9gtkhgbbx875den0473e67f90.html,cache
xqys7t14dh89k8c0950ft1gw7m,https://earn.uber.com/offer/xqys7t14dh89k8c0950ft1gw7m,compra,São Paulo,458,JAC Motors,JAC Motors E-JS1,,R$105.900,105900.0,unico,,,,,,,False,False,False,False,False,,,,2026-09-22,JAC E-JS1 por apenas R$105.900,compra,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/purchase_category,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Compre um veículo nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\xqys7t14dh89k8c0950ft1gw7m.html,cache
y2529c9xf9fbz3y5e2ysbpkzw0,https://earn.uber.com/offer/y2529c9xf9fbz3y5e2ysbpkzw0,aluguel,São Paulo,458,Grupo Carro na Mão,Nissan Kicks,"Black, Black Bag, Black PIN Dispatch, Comfort, UberX","R$875,00",875.0,semanal,875.0,3791.6666666666665,2500.0,,875.0,,True,True,False,False,True,"Manutenção | Promoção por indicação | Veículo de substituição | Atendimento rápido e suporte durante a locação, assistência 24h, IPVA, licenciamento, proteção veicular, revisão e manutenção preventiva. Consulte condições para opção de compra, carro 0km, planos a partir de R$ 1.099,00 a semana",Comece no aluguel e tenha a opção de comprar o veículo (consulte condições e outras categorias de veículos).,Comprovante de residência | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 875,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\y2529c9xf9fbz3y5e2ysbpkzw0.html,cache
ysptbnt07h8257dpr8yye03gvm,https://earn.uber.com/offer/ysptbnt07h8257dpr8yye03gvm,aluguel,São Paulo,458,Kovi Brazil,Chevrolet Onix ou similar,"Uber Reserve Test Drive, UberX",R$246.00,246.0,semanal,246.0,1066.0,1800.0,,,True,True,True,True,True,True,Seguro do veículo | Manutenção | Seminovo à pronta-entrega | Aceito na categoria Comfort | Sem limite de quilometragem | Sem necessidade de cartão de crédito | Aluguel para negativados | Parcelamento da caução em até 4x no pix | Garantia de carro reserva | Manutenção e IPVA por nossa conta | Plano anual com opção de compra,"""Alugue seu Chevrolet Onix pagando apenas R$ 250 na primeira semana! Ganhe até R$ 1.800 de desconto total nas semanas seguintes ao completar a meta de viagens semanais na Uber.* Caução de R$1.800 à vista ou parcelado: 10x no cartão ou 4x no PIX Além disso, só na Kovi você: aluga seminovos à pronta-entrega; não precisa de cartão de crédito; não paga taxa extra por km rodado; tem a opção de compra do seu carro com até 10% abaixo do valor de mercado. São poucas unidades, corra para garantir o seu! *Consulte a disponibilidade na sua região e as condições com o time de Vendas da Kovi. Saiba mais em: https://bit.ly/3YWfmdd """,Comprovante de residência,2026-09-22,R$246.00 por semana,aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\ysptbnt07h8257dpr8yye03gvm.html,cache
yvjp3ft409ca1bw6zry0yn3ed0,https://earn.uber.com/offer/yvjp3ft409ca1bw6zry0yn3ed0,aluguel,São Paulo,458,Fabio Malickas,Renault Kwid,UberX,"R$630,00",630.0,semanal,630.0,2730.0,,,,,True,True,False,False,False,Estacionamento | Seguro do veículo | Manutenção | Uso ilimitado do veículo,"Não atendemos ligações, favor enviar doctos por whatsapp.",Comprovante de residência | Estacionamento protegido | Motorista parceiro com experiência na plataforma da Uber | Depósito caução | Idade mínima | Local de partida,2026-09-22,"R$ 630,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\yvjp3ft409ca1bw6zry0yn3ed0.html,cache
yw3qp92se1ctsbw8g233a3x31m,https://earn.uber.com/offer/yw3qp92se1ctsbw8g233a3x31m,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Ford Ka,UberX,"R$1.399,00",1399.0,mensal,322.84615384615387,1399.0,,,,,True,True,False,False,False,"Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Sem entrada, com até 20% do valor do carro parcelado no boleto",Atendemos negativados Sem cartão de crédito Parcelamos em até 10X Local de partida Falar com a equipe de suporte Phone,,2026-09-22,"R$ 1.399,00 por mês",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\yw3qp92se1ctsbw8g233a3x31m.html,cache
z9jey1x1bnf4364hnteh0zyxxm,https://earn.uber.com/offer/z9jey1x1bnf4364hnteh0zyxxm,aluguel,São Paulo,458,URBAN LOCAÇÃO DE VEÍCULOS,Hyundai HB20,UberX,"R$750,00",750.0,semanal,750.0,3250.0,,,,True,True,True,False,False,False,Seguro do veículo | Manutenção | Uso ilimitado do veículo | Veículo de substituição | Modelos com e sem limite de quilometragem | Aluguel pare negativados | Seminovo à pronta-entrega | Sem necessidade de cartão de crédito,O valor do caução tem desconto progressivo de acordo com o número de viagens já realizadas pelo aplicativo Local de partida Falar com a equipe de suporte Phone,,2026-09-22,"R$ 750,00 por semana",aluguel,https://earn.uber.com/pt-BR/city/sao-paulo-BR/458/rentals_category?utm_source=chatgpt.com,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\setembro\Aluguel de veículos nesta cidade_ Sao Paulo _ Ganhe com a plataforma da Uber.html,C:\Users\Isaias filho\Documents\PI06-Visualizacao_de_dados\UBER_MATCH\2026-09-22\detalhes\z9jey1x1bnf4364hnteh0zyxxm.html,cache
